22.7806711601,39.4453161057,50
22.7803199737,39.4450745546,50
22.7799184111,39.4450241484,50
22.7794323408,39.4447824298,50
22.7793886238,39.4443226357,50
22.7789938086,39.444556978,50
22.7786108757,39.4443842712,50
22.7782258659,39.4442493107,50
22.7778514912,39.4441082133,50
22.7781129953,39.4437617428,50
22.7783728,39.4433893712,50
22.7787738067,39.4435359518,50
22.7785321808,39.4439063483,50
22.7789957082,39.4440342372,50
22.7791790733,39.4436617882,50
22.7795326512,39.4438731218,50
22.7799325773,39.4439690583,50
22.7798438909,39.4443345844,50
22.7798526621,39.4446946624,50
22.7803020561,39.4441603825,50
22.7806917718,39.4443277973,50
22.7810539881,39.4444727533,50
22.7814298122,39.4446211308,50
22.7817471226,39.4447695814,50
22.7814545987,39.4451301763,50
22.7811667914,39.4455028331,50
22.7809976237,39.4451764331,50
22.7811032383,39.4448545385,50
22.7806816047,39.4448196242,50
22.7802921957,39.4445911633,50
